robot_x,robot_y,robot_z,robot_rx,robot_ry,robot_rz,robot_rw,linear_stage_z,timestanp
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.49999973035494,1727882725.13256
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.49597618469001,1727882725.164575
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.491966054285925,1727882725.196552
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.487835920703972,1727882725.229596
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.483733786116206,1727882725.262569
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.479659617608802,1727882725.295541
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.475736771601525,1727882725.327574
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.471741345690283,1727882725.360537
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.467897780224232,1727882725.392618
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.464012676689458,1727882725.425503
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.460290622305853,1727882725.457509
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.456519134425604,1727882725.490515
0.9199499601883261,-94.27835478210044,-21.719000005671038,-0.05142837366793346,-0.36990402692532126,-0.02051237837549646,0.9274186625142299,-5.452825980179784,1727882725.52349
